SEX,DATE OF JOINING,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,RATINGS,PAST EXP
M,2013-06-19,Analyst,23.0,45797,Marketing,17.0,3.0,0
M,2013-09-18,Analyst,22.0,46098,Operations,21.0,4.0,0
M,2014-12-16,Analyst,21.0,41854,Operations,29.0,5.0,0
M,2014-11-15,Analyst,21.0,41250,IT,23.0,5.0,0
M,2014-07-04,Manager,34.0,108931,Operations,22.0,5.0,10
F,2012-03-27,Manager,32.0,112363,Finance,18.0,3.0,7
F,2014-05-29,Analyst,23.0,41037,Management,24.0,3.0,0
M,2015-01-26,Analyst,25.0,49730,Marketing,26.0,5.0,3
F,2014-06-04,Associate,28.0,88281,Marketing,28.0,4.0,2
F,2014-04-09,Analyst,21.0,49725,Finance,25.0,4.0,0
M,2014-07-13,Senior Analyst,27.0,69877,Management,27.0,2.0,5
F,2012-12-23,Manager,32.0,139804,Marketing,21.0,4.0,7
M,2014-09-22,Analyst,24.0,41531,Management,19.0,3.0,2
F,2014-10-07,Analyst,23.0,45082,Operations,17.0,2.0,1
M,2013-04-08,Analyst,23.0,49904,Management,28.0,4.0,0
F,2013-01-08,Analyst,23.0,43905,IT,24.0,5.0,0
F,2013-07-22,Analyst,25.0,41147,Finance,19.0,3.0,2
M,2013-06-13,Analyst,23.0,40086,Marketing,25.0,4.0,0
F,2014-07-31,Analyst,25.0,49734,Management,18.0,3.0,3
F,2013-04-12,Senior Analyst,27.0,51277,Operations,24.0,5.0,2
M,2013-11-02,Analyst,24.0,40065,IT,24.0,2.0,1
F,2013-08-06,Analyst,24.0,40707,Web,21.0,4.0,1
M,2014-04-13,Analyst,23.0,49913,Operations,27.0,3.0,0
F,2013-11-22,Analyst,23.0,43534,Finance,20.0,4.0,0
F,2012-07-23,Senior Manager,36.0,195985,Finance,26.0,4.0,10
F,2014-02-03,Analyst,21.0,40720,Web,15.0,4.0,0
F,2013-09-27,Analyst,21.0,45351,Finance,15.0,2.0,0
M,2011-11-20,Associate,32.0,77218,Finance,25.0,3.0,6
M,2014-07-21,Analyst,21.0,40882,Finance,16.0,5.0,0
F,2013-06-08,Analyst,25.0,44318,Operations,25.0,2.0,1
F,2013-05-18,Associate,30.0,96322,Web,24.0,2.0,5
M,2014-06-09,Analyst,23.0,49322,Web,23.0,4.0,0
F,2013-01-05,Senior Manager,38.0,187837,Web,19.0,2.0,11
F,2013-08-27,Senior Analyst,28.0,51566,Web,16.0,4.0,2
F,2014-07-31,Analyst,22.0,43418,Finance,29.0,4.0,0
M,2014-01-22,Senior Analyst,28.0,68079,Management,21.0,5.0,2
M,2013-01-08,Analyst,21.0,44146,Operations,19.0,5.0,0
M,2014-11-11,Analyst,22.0,40343,Management,15.0,2.0,0
F,2013-09-26,Analyst,22.0,45358,Marketing,19.0,5.0,0
M,2012-03-13,Senior Analyst,25.0,61235,Management,24.0,3.0,0
F,2015-01-17,Analyst,22.0,40319,Operations,16.0,4.0,0
M,2013-08-02,Analyst,23.0,47558,Marketing,26.0,5.0,0
F,2010-09-11,Senior Manager,38.0,194701,Management,26.0,5.0,8
M,2013-12-25,Analyst,23.0,45680,Operations,22.0,3.0,0
F,2015-01-26,Analyst,24.0,43984,Marketing,29.0,5.0,2
M,2013-11-20,Analyst,24.0,40800,Finance,16.0,2.0,1
M,2014-06-20,Analyst,22.0,46310,IT,28.0,4.0,0
F,2013-01-23,Analyst,24.0,44054,Web,27.0,5.0,0
M,2014-11-29,Analyst,22.0,41222,IT,30.0,2.0,0
M,2012-02-20,Senior Manager,38.0,154120,Management,26.0,3.0,12
F,2013-04-23,Analyst,23.0,42250,Operations,21.0,2.0,0
F,2014-08-20,Analyst,24.0,49075,IT,17.0,3.0,2
M,2014-09-11,Analyst,24.0,49217,Operations,24.0,4.0,2
F,2014-09-05,Senior Analyst,26.0,56733,Finance,28.0,3.0,4
F,2012-11-02,Associate,32.0,86705,Operations,20.0,4.0,8
M,2014-06-18,Analyst,22.0,43228,Management,25.0,4.0,0
F,2013-06-09,Senior Analyst,25.0,52370,Operations,24.0,5.0,0
M,2011-07-14,Associate,32.0,94345,Management,17.0,4.0,5
F,2013-05-29,Analyst,21.0,46432,Operations,30.0,4.0,0
F,2013-09-01,Analyst,24.0,44599,IT,22.0,2.0,1
F,2014-02-20,Analyst,22.0,42418,Marketing,20.0,3.0,0
F,2014-03-07,Analyst,21.0,41498,Web,21.0,5.0,0
F,2013-04-27,Analyst,22.0,41515,Finance,25.0,5.0,0
F,2013-09-28,Analyst,25.0,48541,Operations,24.0,2.0,2
F,2013-08-12,Senior Analyst,26.0,66661,Finance,30.0,5.0,2
F,2013-05-26,Analyst,22.0,44676,Operations,15.0,3.0,0
F,2013-11-28,Analyst,21.0,41378,Finance,21.0,5.0,0
F,2014-03-01,Analyst,22.0,42369,IT,18.0,4.0,0
F,2014-02-06,Analyst,22.0,42662,Finance,29.0,3.0,0
M,2013-04-15,Analyst,22.0,41760,Finance,21.0,2.0,0
F,2013-05-17,Analyst,21.0,49892,Finance,28.0,4.0,0
M,2013-12-15,Analyst,22.0,49617,Marketing,16.0,5.0,0
F,2014-10-01,Analyst,23.0,42877,Operations,21.0,2.0,1
M,2013-12-01,Analyst,21.0,48866,Finance,20.0,3.0,0
M,2013-09-28,Analyst,25.0,47849,IT,22.0,2.0,2
F,2013-05-18,Analyst,24.0,44424,IT,25.0,2.0,0
M,2013-06-06,Analyst,25.0,43884,Finance,23.0,4.0,1
F,2014-08-20,Analyst,24.0,40277,Web,17.0,4.0,2
F,2011-06-28,Senior Manager,36.0,185977,Management,15.0,5.0,10
F,2014-01-14,Analyst,23.0,45758,IT,17.0,2.0,0
F,2014-01-23,Analyst,21.0,47315,Web,29.0,5.0,0
F,2014-03-17,Analyst,24.0,45172,Web,23.0,3.0,1
M,2014-09-18,Analyst,24.0,49176,Marketing,17.0,2.0,2
